bearing,bearing_risk(HH),bearing_risk(30),bearing_risk(45),bearing_risk(60)
159.1,0,0,0,0
159.2,0,0,0,0
159.3,0,0,0,0
159.4,0,0,0,0
159.5,0,0,0,0
159.6,0,0,0,0
159.7,0,0,0,0
159.8,0,0,0,0
159.9,0,0,0,0
160,0,0,0,0
160.1,0,0,0,0
160.2,0,0,0,0
160.3,0,0,0,0
160.4,0,0,0,0
160.5,0,0,0,0
160.6,0,0,0,0
160.7,0,0,0,0
160.8,0,0,0,0
160.9,0,0,0,0
161,0,0,0,0
161.1,0,0,0,0
161.2,0,0,0,0
161.3,0,0,0,0
161.4,0,0,0,0
161.5,0,0,0,0
161.6,0,0,0,0
161.7,0,0,0,0
161.8,0,0,0,0
161.9,0,0,0,0
162,0,0,0,0
162.1,0,0,0,0
162.2,0,0,0,0
162.3,0,0,0,0
162.4,0,0,0,0
162.5,0,0,0,0
162.6,0,0,0,0
162.7,0,0,0,0
162.8,0,0,0,0
162.9,0,0,0,0
163,0,0,0,0
163.1,0,0,0,0
163.2,0,0,0,0
163.3,0,0,0,0
163.4,0,0,0,0
163.5,0,0,0,0
163.6,0,0,0,0
163.7,0,0,0,0
163.8,0,0,0,0
163.9,0,0,0,0
164,0,0,0,0
164.1,0,0,0,0
164.2,0,0,0,0
164.3,0,0,0,0
164.4,0,0,0,0
164.5,0,0,0,0
164.6,0,0,0,0
164.7,0,0,0,0
164.8,0,0,0,0
164.9,0,0,0,0
165,0,0,0,0
165.1,0,0,0,0
165.2,0,0,0,0
165.3,0,0,0,0
165.4,0,0,0,0
165.5,0,0,0,0
165.6,0,0,0,0
165.7,0,0,0,0
165.8,0,0,0,0
165.9,0,0,0,0
166,0,0,0,0
166.1,0,0,0,0
166.2,0,0,0,0
166.3,0,0,0,0
166.4,0,0,0,0
166.5,0,0,0,0
166.6,0,0,0,0
166.7,0,0,0,0
166.8,0,0,0,0
166.9,0,0,0,0
167,0,0,0,0
167.1,0,0,0,0
167.2,0,0,0,0
167.3,0,0,0,0
167.4,0,0,0,0
167.5,0,0,0,0
167.6,0,0,0,0
167.7,0,0,0,0
167.8,0,0,0,0
167.9,0,0,0,0
168,0,0,0,0
168.1,0,0,0,0
168.2,0,0,0,0
168.3,0,0,0,0
168.4,0,0,0,0
168.5,0,0,0,0
168.6,0,0,0,0
168.7,0,0,0,0
168.8,0,0,0,0
168.9,0,0,0,0
169,0,0,0,0
169.1,0,0,0,0
169.2,0,0,0,0
169.3,0,0,0,0
169.4,0,0,0,0
169.5,0,0,0,0
169.6,0,0,0,0
169.7,0,0,0,0
169.8,0,0,0,0
169.9,0,0,0,0
170,0,0,0,0
170.1,0,0,0,0
170.2,0,0,0,0
170.3,0,0,0,0
170.4,0,0,0,0
170.5,0,0,0,0
170.6,0,0,0,0
170.7,0,0,0,0
170.8,0,0,0,0
170.9,0,0,0,0
171,0,0,0,0
171.1,0,0,0,0
171.2,0,0,0,0
171.3,0,0,0,0
171.4,0,0,0,0
171.5,0,0,0,0
171.6,0,0,0,0
171.7,0,0,0,0
171.8,0,0,0,0
171.9,0,0,0,0
172,0,0,0,0
172.1,0,0,0,0
172.2,0,0,0,0
172.3,0,0,0,0
172.4,0,0,0,0
172.5,0,0,0,0
172.6,0,0,0,0
172.7,0,0,0,0
172.8,0,0,0,0
172.9,0,0,0,0
173,0,0,0,0
173.1,0,0,0,0
173.2,0,0,0,0
173.3,0,0,0,0
173.4,0,0,0,0
173.5,0,0,0,0
173.6,0,0,0,0
173.7,0,0,0,0
173.8,0,0,0,0
173.9,0,0,0,0
174,0,0,0,0
174.1,0,0,0,0
174.2,0,0,0,0
174.3,0,0,0,0
174.4,0,0,0,0
174.5,0,0,0,0
174.6,0,0,0,0
174.7,0,0,0,0
174.8,0,0,0,0
174.9,0,0,0,0
175,0,0,0,0
175.1,0,0,0,0
175.2,0,0,0,0
175.3,0,0,0,0
175.4,0,0,0,0
175.5,0,0,0,0
175.6,0,0,0,0
175.7,0,0,0,0
175.8,0,0,0,0
175.9,0,0,0,0
176,0,0,0,0
176.1,0,0,0,0
176.2,0,0,0,0
176.3,0,0,0,0
176.4,0,0,0,0
176.5,0,0,0,0
176.6,0,0,0,0
176.7,0,0,0,0
176.8,0,0,0,0
176.9,0,0,0,0
177,0,0,0,0
177.1,0,0,0,0
177.2,0,0,0,0
177.3,0,0,0,0
177.4,0,0,0,0
177.5,0,0,0,0
177.6,0,0,0,0
177.7,0,0,0,0
177.8,0,0,0,0
177.9,0,0,0,0
178,0,0,0,0
178.1,0,0,0,0
178.2,0,0,0,0
178.3,0,0,0,0
178.4,0,0,0,0
178.5,0,0,0,0
178.6,0,0,0,0
178.7,0,0,0,0
178.8,0,0,0,0
178.9,0,0,0,0
179,0,0,0,0
179.1,0,0,0,0
179.2,0,0,0,0
179.3,0,0,0,0
179.4,0,0,0,0
179.5,0,0,0,0
179.6,0,0,0,0
179.7,0,0,0,0
179.8,0,0,0,0
179.9,0,0,0,0
180,0,0,0,0
